,iso_code,year,Type,consumption,electricity,production
2873,AUS,2001,biofuel,0.0,0.8,0.0
2874,AUS,2001,coal,585.691,179.88,2157.921
2875,AUS,2001,fossil,0.0,207.0,0.0
2876,AUS,2001,fossil_fuel,1264.47,0.0,0.0
2877,AUS,2001,gas,221.693,24.5,326.413
2878,AUS,2001,hydro,44.54,16.12,0.0
2879,AUS,2001,low_carbon,47.975,17.26,0.0
2880,AUS,2001,nuclear,0.0,0.0,0.0
2881,AUS,2001,oil,457.085,2.62,399.147
2882,AUS,2001,other_renewable,2.492,0.798,0.0
2883,AUS,2001,renewables,47.975,17.26,0.0
2884,AUS,2001,solar,0.15,0.05,0.0
2885,AUS,2001,wind,0.793,0.29,0.0
2886,AUS,2002,biofuel,0.0,1.27,0.0
2887,AUS,2002,coal,598.872,171.86,2224.046
2888,AUS,2002,fossil,0.0,205.54,0.0
2889,AUS,2002,fossil_fuel,1288.995,0.0,0.0
2890,AUS,2002,gas,228.148,30.55,330.012
2891,AUS,2002,hydro,44.096,16.09,0.0
2892,AUS,2002,low_carbon,49.676,17.95,0.0
2893,AUS,2002,nuclear,0.0,0.0,0.0
2894,AUS,2002,oil,461.975,3.13,396.668
2895,AUS,2002,other_renewable,3.959,1.267,0.0
2896,AUS,2002,renewables,49.676,17.95,0.0
2897,AUS,2002,solar,0.16,0.06,0.0
2898,AUS,2002,wind,1.462,0.53,0.0
2899,AUS,2003,biofuel,0.0,1.69,0.0
2900,AUS,2003,coal,616.021,173.61,2299.048
2901,AUS,2003,fossil,0.0,207.29,0.0
2902,AUS,2003,fossil_fuel,1306.224,0.0,0.0
2903,AUS,2003,gas,229.943,30.15,337.452
2904,AUS,2003,hydro,44.17,16.21,0.0
2905,AUS,2003,low_carbon,51.548,18.66,0.0
2906,AUS,2003,nuclear,0.0,0.0,0.0
2907,AUS,2003,oil,460.26,3.53,343.35
2908,AUS,2003,other_renewable,5.287,1.692,0.0
2909,AUS,2003,renewables,51.548,18.66,0.0
2910,AUS,2003,solar,0.172,0.06,0.0
2911,AUS,2003,wind,1.918,0.7,0.0
2912,AUS,2004,biofuel,0.0,2.82,0.0
2913,AUS,2004,coal,641.921,178.96,2388.831
2914,AUS,2004,fossil,0.0,209.85,0.0
2915,AUS,2004,fossil_fuel,1347.753,0.0,0.0
2916,AUS,2004,gas,234.536,27.36,359.303
2917,AUS,2004,hydro,42.511,15.69,0.0
2918,AUS,2004,low_carbon,53.661,19.38,0.0
2919,AUS,2004,nuclear,0.0,0.0,0.0
2920,AUS,2004,oil,471.296,3.53,299.859
2921,AUS,2004,other_renewable,8.798,2.815,0.0
2922,AUS,2004,renewables,53.661,19.38,0.0
2923,AUS,2004,solar,0.198,0.07,0.0
2924,AUS,2004,wind,2.154,0.8,0.0
2925,AUS,2005,biofuel,0.234,3.87,0.0
2926,AUS,2005,coal,638.222,182.98,2501.289
2927,AUS,2005,fossil,0.0,210.02,0.0
2928,AUS,2005,fossil_fuel,1349.514,0.0,0.0
2929,AUS,2005,gas,232.59,23.26,382.353
2930,AUS,2005,hydro,41.574,15.47,0.0
2931,AUS,2005,low_carbon,57.624,20.72,0.0
2932,AUS,2005,nuclear,0.0,0.0,0.0
2933,AUS,2005,oil,478.702,3.78,294.556
2934,AUS,2005,other_renewable,12.097,3.871,0.0
2935,AUS,2005,renewables,57.624,20.72,0.0
2936,AUS,2005,solar,0.226,0.08,0.0
2937,AUS,2005,wind,3.492,1.3,0.0
2938,AUS,2006,biofuel,0.759,3.93,0.0
2939,AUS,2006,coal,655.499,185.76,2556.841
2940,AUS,2006,fossil,0.0,216.85,0.0
2941,AUS,2006,fossil_fuel,1408.571,0.0,0.0
2942,AUS,2006,gas,259.431,27.29,406.822
2943,AUS,2006,hydro,39.96,14.95,0.0
2944,AUS,2006,low_carbon,59.05,21.14,0.0
2945,AUS,2006,nuclear,0.0,0.0,0.0
2946,AUS,2006,oil,493.642,3.8,268.957
2947,AUS,2006,other_renewable,12.289,3.932,0.0
2948,AUS,2006,renewables,59.05,21.14,0.0
2949,AUS,2006,solar,0.261,0.1,0.0
2950,AUS,2006,wind,5.781,2.16,0.0
2951,AUS,2007,biofuel,0.966,4.28,0.0
2952,AUS,2007,coal,649.802,185.49,2640.855
2953,AUS,2007,fossil,0.0,222.9,0.0
2954,AUS,2007,fossil_fuel,1446.271,0.0,0.0
2955,AUS,2007,gas,290.198,33.4,427.512
2956,AUS,2007,hydro,34.705,13.05,0.0
2957,AUS,2007,low_carbon,56.918,20.29,0.0
2958,AUS,2007,nuclear,0.0,0.0,0.0
2959,AUS,2007,oil,506.27,4.01,286.446
2960,AUS,2007,other_renewable,13.359,4.275,0.0
2961,AUS,2007,renewables,56.918,20.29,0.0
2962,AUS,2007,solar,0.303,0.11,0.0
2963,AUS,2007,wind,7.585,2.85,0.0
2964,AUS,2008,biofuel,1.279,3.7,0.0
2965,AUS,2008,coal,677.291,184.24,2720.621
2966,AUS,2008,fossil,0.0,226.26,0.0
2967,AUS,2008,fossil_fuel,1475.357,0.0,0.0
2968,AUS,2008,gas,285.35,36.31,416.829
2969,AUS,2008,hydro,31.175,11.82,0.0
2970,AUS,2008,low_carbon,53.497,19.12,0.0
2971,AUS,2008,nuclear,0.0,0.0,0.0
2972,AUS,2008,oil,512.716,5.71,285.707
2973,AUS,2008,other_renewable,11.55,3.696,0.0
2974,AUS,2008,renewables,53.497,19.12,0.0
2975,AUS,2008,solar,0.367,0.14,0.0
2976,AUS,2008,wind,9.125,3.46,0.0
2977,AUS,2009,biofuel,1.773,2.79,0.0
2978,AUS,2009,coal,654.861,182.02,2822.834
2979,AUS,2009,fossil,0.0,229.74,0.0
2980,AUS,2009,fossil_fuel,1450.366,0.0,0.0
2981,AUS,2009,gas,291.364,41.12,466.976
2982,AUS,2009,hydro,33.181,12.64,0.0
2983,AUS,2009,low_carbon,56.072,20.16,0.0
2984,AUS,2009,nuclear,0.0,0.0,0.0
2985,AUS,2009,oil,504.141,6.6,280.429
2986,AUS,2009,other_renewable,8.709,2.787,0.0
2987,AUS,2009,renewables,56.072,20.16,0.0
2988,AUS,2009,solar,0.762,0.29,0.0
2989,AUS,2009,wind,11.648,4.44,0.0
2990,AUS,2010,biofuel,2.577,2.44,0.0
2991,AUS,2010,coal,607.394,176.02,2914.79
2992,AUS,2010,fossil,0.0,228.81,0.0
2993,AUS,2010,fossil_fuel,1443.765,0.0,0.0
2994,AUS,2010,gas,317.064,46.79,526.255
2995,AUS,2010,hydro,35.797,13.75,0.0
2996,AUS,2010,low_carbon,61.531,22.16,0.0
2997,AUS,2010,nuclear,0.0,0.0,0.0
2998,AUS,2010,oil,519.306,6.0,286.533
2999,AUS,2010,other_renewable,7.63,2.442,0.0
3000,AUS,2010,renewables,61.531,22.16,0.0
3001,AUS,2010,solar,2.546,0.98,0.0
3002,AUS,2010,wind,12.982,4.99,0.0
3003,AUS,2011,biofuel,3.068,2.57,0.0
3004,AUS,2011,coal,592.062,171.98,2850.813
3005,AUS,2011,fossil,0.0,225.67,0.0
3006,AUS,2011,fossil_fuel,1469.942,0.0,0.0
3007,AUS,2011,gas,330.82,48.78,544.515
3008,AUS,2011,hydro,50.705,19.57,0.0
3009,AUS,2011,low_carbon,83.776,30.61,0.0
3010,AUS,2011,nuclear,0.0,0.0,0.0
3011,AUS,2011,oil,547.06,4.91,249.012
3012,AUS,2011,other_renewable,8.044,2.574,0.0
3013,AUS,2011,renewables,83.776,30.61,0.0
3014,AUS,2011,solar,5.297,2.04,0.0
3015,AUS,2011,wind,16.663,6.43,0.0
3016,AUS,2012,biofuel,2.982,3.1,0.0
3017,AUS,2012,coal,554.468,165.38,3091.909
3018,AUS,2012,fossil,0.0,220.39,0.0
3019,AUS,2012,fossil_fuel,1448.736,0.0,0.0
3020,AUS,2012,gas,332.849,49.81,582.858
3021,AUS,2012,hydro,43.907,17.04,0.0
3022,AUS,2012,low_carbon,82.696,30.27,0.0
3023,AUS,2012,nuclear,0.0,0.0,0.0
3024,AUS,2012,oil,561.419,5.2,246.37
3025,AUS,2012,other_renewable,9.681,3.098,0.0
3026,AUS,2012,renewables,82.696,30.27,0.0
3027,AUS,2012,solar,6.216,2.41,0.0
3028,AUS,2012,wind,19.91,7.72,0.0
3029,AUS,2013,biofuel,2.921,3.33,0.0
3030,AUS,2013,coal,526.242,155.45,3323.743
3031,AUS,2013,fossil,0.0,214.03,0.0
3032,AUS,2013,fossil_fuel,1454.284,0.0,0.0
3033,AUS,2013,gas,350.005,52.72,605.766
3034,AUS,2013,hydro,48.821,19.09,0.0
3035,AUS,2013,low_carbon,95.674,35.53,0.0
3036,AUS,2013,nuclear,0.0,0.0,0.0
3037,AUS,2013,oil,578.037,5.86,204.809
3038,AUS,2013,other_renewable,10.411,3.332,0.0
3039,AUS,2013,renewables,95.674,35.53,0.0
3040,AUS,2013,solar,9.84,3.85,0.0
3041,AUS,2013,wind,23.68,9.26,0.0
3042,AUS,2014,biofuel,3.003,3.55,0.0
3043,AUS,2014,coal,521.888,155.23,3559.449
3044,AUS,2014,fossil,0.0,214.89,0.0
3045,AUS,2014,fossil_fuel,1472.994,0.0,0.0
3046,AUS,2014,gas,375.677,53.66,652.744
3047,AUS,2014,hydro,36.855,14.48,0.0
3048,AUS,2014,low_carbon,88.418,32.76,0.0
3049,AUS,2014,nuclear,0.0,0.0,0.0
3050,AUS,2014,oil,575.428,6.0,216.372
3051,AUS,2014,other_renewable,11.082,3.546,0.0
3052,AUS,2014,renewables,88.418,32.76,0.0
3053,AUS,2014,solar,12.601,4.95,0.0
3054,AUS,2014,wind,24.878,9.78,0.0
3055,AUS,2015,biofuel,2.26,3.68,0.0
3056,AUS,2015,coal,540.411,162.2,3555.703
3057,AUS,2015,fossil,0.0,218.19,0.0
3058,AUS,2015,fossil_fuel,1501.139,0.0,0.0
3059,AUS,2015,gas,389.95,49.71,742.977
3060,AUS,2015,hydro,35.662,14.09,0.0
3061,AUS,2015,low_carbon,95.058,35.8,0.0
3062,AUS,2015,nuclear,0.0,0.0,0.0
3063,AUS,2015,oil,570.779,6.28,195.421
3064,AUS,2015,other_renewable,11.494,3.678,0.0
3065,AUS,2015,renewables,95.058,35.8,0.0
3066,AUS,2015,solar,15.685,6.2,0.0
3067,AUS,2015,wind,29.957,11.83,0.0
3068,AUS,2016,biofuel,1.5,3.63,0.0
3069,AUS,2016,coal,540.062,162.36,3563.056
3070,AUS,2016,fossil,0.0,216.49,0.0
3071,AUS,2016,fossil_fuel,1491.79,0.0,0.0
3072,AUS,2016,gas,379.527,48.11,940.797
3073,AUS,2016,hydro,44.295,17.63,0.0
3074,AUS,2016,low_carbon,108.587,41.74,0.0
3075,AUS,2016,nuclear,0.0,0.0,0.0
3076,AUS,2016,oil,572.201,6.02,178.546
3077,AUS,2016,other_renewable,11.336,3.628,0.0
3078,AUS,2016,renewables,108.587,41.74,0.0
3079,AUS,2016,solar,18.693,7.44,0.0
3080,AUS,2016,wind,32.763,13.04,0.0
3081,AUS,2017,biofuel,1.523,3.56,0.0
3082,AUS,2017,coal,521.526,159.17,3473.313
3083,AUS,2017,fossil,0.0,219.78,0.0
3084,AUS,2017,fossil_fuel,1494.319,0.0,0.0
3085,AUS,2017,gas,372.844,55.09,1102.946
3086,AUS,2017,hydro,33.749,13.5,0.0
3087,AUS,2017,low_carbon,101.723,39.19,0.0
3088,AUS,2017,nuclear,0.0,0.0,0.0
3089,AUS,2017,oil,599.949,5.52,161.666
3090,AUS,2017,other_renewable,11.13,3.562,0.0
3091,AUS,2017,renewables,101.723,39.19,0.0
3092,AUS,2017,solar,22.294,8.92,0.0
3093,AUS,2017,wind,33.027,13.21,0.0
3094,AUS,2018,biofuel,1.601,3.59,0.0
3095,AUS,2018,coal,508.897,156.56,3636.38
3096,AUS,2018,fossil,0.0,213.14,0.0
3097,AUS,2018,fossil_fuel,1491.4,0.0,0.0
3098,AUS,2018,gas,371.908,51.46,1274.019
3099,AUS,2018,hydro,43.063,17.31,0.0
3100,AUS,2018,low_carbon,127.007,49.49,0.0
3101,AUS,2018,nuclear,0.0,0.0,0.0
3102,AUS,2018,oil,610.595,5.12,170.055
3103,AUS,2018,other_renewable,11.213,3.588,0.0
3104,AUS,2018,renewables,127.007,49.49,0.0
3105,AUS,2018,solar,30.677,12.33,0.0
3106,AUS,2018,wind,40.453,16.26,0.0
3107,AUS,2019,biofuel,1.519,3.47,0.0
3108,AUS,2019,coal,486.421,149.84,3660.434
3109,AUS,2019,fossil,0.0,210.64,0.0
3110,AUS,2019,fossil_fuel,1531.19,0.0,0.0
3111,AUS,2019,gas,440.57,55.71,1461.024
3112,AUS,2019,hydro,34.705,14.02,0.0
3113,AUS,2019,low_carbon,140.546,55.26,0.0
3114,AUS,2019,nuclear,0.0,0.0,0.0
3115,AUS,2019,oil,604.199,5.09,223.933
3116,AUS,2019,other_renewable,10.837,3.468,0.0
3117,AUS,2019,renewables,140.546,55.26,0.0
3118,AUS,2019,solar,45.289,18.3,0.0
3119,AUS,2019,wind,48.197,19.47,0.0
3120,AUS,2020,biofuel,1.206,3.41,0.0
3121,AUS,2020,coal,468.104,142.93,3341.592
3122,AUS,2020,fossil,0.0,200.87,0.0
3123,AUS,2020,fossil_fuel,1413.45,0.0,0.0
3124,AUS,2020,gas,423.173,53.05,1457.164
3125,AUS,2020,hydro,35.607,14.42,0.0
3126,AUS,2020,low_carbon,162.166,64.28,0.0
3127,AUS,2020,nuclear,0.0,0.0,0.0
3128,AUS,2020,oil,522.173,4.89,222.271
3129,AUS,2020,other_renewable,10.658,3.41,0.0
3130,AUS,2020,renewables,162.166,64.28,0.0
3131,AUS,2020,solar,58.875,23.84,0.0
3132,AUS,2020,wind,55.819,22.61,0.0
3133,AUS,2021,biofuel,1.238,3.34,0.0
3134,AUS,2021,coal,452.476,137.4,3402.827
3135,AUS,2021,fossil,0.0,190.18,0.0
3136,AUS,2021,fossil_fuel,1383.953,0.0,0.0
3137,AUS,2021,gas,395.757,47.63,1479.26
3138,AUS,2021,hydro,39.268,15.94,0.0
3139,AUS,2021,low_carbon,193.787,77.27,0.0
3140,AUS,2021,nuclear,0.0,0.0,0.0
3141,AUS,2021,oil,535.72,5.15,214.225
3142,AUS,2021,other_renewable,10.45,3.344,0.0
3143,AUS,2021,renewables,193.787,77.27,0.0
3144,AUS,2021,solar,76.832,31.19,0.0
3145,AUS,2021,wind,66.0,26.8,0.0
3146,AUS,2022,biofuel,1.328,3.19,0.0
3147,AUS,2022,coal,428.356,129.21,3246.485
3148,AUS,2022,fossil,0.0,185.48,0.0
3149,AUS,2022,fossil_fuel,1429.625,0.0,0.0
3150,AUS,2022,gas,432.269,50.82,1542.391
3151,AUS,2022,hydro,40.936,16.66,0.0
3152,AUS,2022,low_carbon,218.301,87.44,0.0
3153,AUS,2022,nuclear,0.0,0.0,0.0
3154,AUS,2022,oil,569.0,5.45,198.707
3155,AUS,2022,other_renewable,9.958,3.187,0.0
3156,AUS,2022,renewables,218.301,87.44,0.0
3157,AUS,2022,solar,92.246,37.54,0.0
3158,AUS,2022,wind,73.834,30.05,0.0
3159,AUS,2023,biofuel,1.259,3.13,0.0
3160,AUS,2023,coal,418.341,125.61,3262.445
3161,AUS,2023,fossil,0.0,177.86,0.0
3162,AUS,2023,fossil_fuel,1407.307,0.0,0.0
3163,AUS,2023,gas,386.27,46.67,1507.112
3164,AUS,2023,hydro,36.778,15.26,0.0
3165,AUS,2023,low_carbon,235.274,95.25,0.0
3166,AUS,2023,nuclear,0.0,0.0,0.0
3167,AUS,2023,oil,602.696,5.58,181.573
3168,AUS,2023,other_renewable,9.768,3.126,0.0
3169,AUS,2023,renewables,235.274,95.25,0.0
3170,AUS,2023,solar,109.742,44.99,0.0
3171,AUS,2023,wind,77.727,31.87,0.0
3172,AUS,2024,biofuel,1.23,3.25,0.0
3173,AUS,2024,coal,422.99,127.37,3282.574
3174,AUS,2024,fossil,0.0,180.57,0.0
3175,AUS,2024,fossil_fuel,1413.397,0.0,0.0
3176,AUS,2024,gas,369.924,47.57,1501.404
3177,AUS,2024,hydro,31.34,13.53,0.0
3178,AUS,2024,low_carbon,244.22,99.33,0.0
3179,AUS,2024,nuclear,0.0,0.0,0.0
3180,AUS,2024,oil,620.483,5.63,173.426
3181,AUS,2024,other_renewable,9.331,2.986,0.0
3182,AUS,2024,renewables,244.22,99.33,0.0
3183,AUS,2024,solar,122.469,49.84,0.0
3184,AUS,2024,wind,79.849,32.71,0.0
4108,BEL,2001,biofuel,0.0,0.6,0.0
4109,BEL,2001,coal,84.474,9.94,0.0
4110,BEL,2001,fossil,0.0,31.2,0.0
4111,BEL,2001,fossil_fuel,602.887,0.0,0.0
4112,BEL,2001,gas,153.376,15.78,0.0
4113,BEL,2001,hydro,1.218,0.44,0.0
4114,BEL,2001,low_carbon,131.222,47.43,0.0
4115,BEL,2001,nuclear,128.036,46.35,0.0
4116,BEL,2001,oil,365.036,5.48,0.0
4117,BEL,2001,other_renewable,1.866,0.6,0.0
4118,BEL,2001,renewables,3.186,1.08,0.0
4119,BEL,2001,solar,0.0,0.0,0.0
4120,BEL,2001,wind,0.102,0.04,0.0
4121,BEL,2002,biofuel,0.0,0.72,0.0
4122,BEL,2002,coal,72.416,10.03,0.0
4123,BEL,2002,fossil,0.0,32.44,0.0
4124,BEL,2002,fossil_fuel,597.305,0.0,0.0
4125,BEL,2002,gas,158.325,17.87,0.0
4126,BEL,2002,hydro,0.986,0.36,0.0
4127,BEL,2002,low_carbon,133.149,48.5,0.0
4128,BEL,2002,nuclear,129.753,47.36,0.0
4129,BEL,2002,oil,366.563,4.54,0.0
4130,BEL,2002,other_renewable,2.253,0.72,0.0
4131,BEL,2002,renewables,3.396,1.14,0.0
4132,BEL,2002,solar,0.0,0.0,0.0
4133,BEL,2002,wind,0.156,0.06,0.0
4134,BEL,2003,biofuel,0.0,0.86,0.0
4135,BEL,2003,coal,70.049,9.64,0.0
4136,BEL,2003,fossil,0.0,34.99,0.0
4137,BEL,2003,fossil_fuel,626.13,0.0,0.0
4138,BEL,2003,gas,168.666,21.61,0.0
4139,BEL,2003,hydro,0.673,0.25,0.0
4140,BEL,2003,low_carbon,132.689,48.58,0.0
4141,BEL,2003,nuclear,129.098,47.38,0.0
4142,BEL,2003,oil,387.416,3.74,0.0
4143,BEL,2003,other_renewable,2.678,0.86,0.0
4144,BEL,2003,renewables,3.591,1.2,0.0
4145,BEL,2003,solar,0.0,0.0,0.0
4146,BEL,2003,wind,0.24,0.09,0.0
4147,BEL,2004,biofuel,0.0,1.04,0.0
4148,BEL,2004,coal,65.154,9.15,0.0
4149,BEL,2004,fossil,0.0,34.1,0.0
4150,BEL,2004,fossil_fuel,629.156,0.0,0.0
4151,BEL,2004,gas,171.88,20.04,0.0
4152,BEL,2004,hydro,0.859,0.32,0.0
4153,BEL,2004,low_carbon,132.704,48.81,0.0
4154,BEL,2004,nuclear,128.217,47.31,0.0
4155,BEL,2004,oil,392.122,4.91,0.0
4156,BEL,2004,other_renewable,3.241,1.04,0.0
4157,BEL,2004,renewables,4.487,1.5,0.0
4158,BEL,2004,solar,0.003,0.0,0.0
4159,BEL,2004,wind,0.385,0.14,0.0
4160,BEL,2005,biofuel,0.0,1.59,0.0
4161,BEL,2005,coal,59.866,8.2,0.0
4162,BEL,2005,fossil,0.0,34.67,0.0
4163,BEL,2005,fossil_fuel,618.787,0.0,0.0
4164,BEL,2005,gas,168.935,21.5,0.0
4165,BEL,2005,hydro,0.774,0.29,0.0
4166,BEL,2005,low_carbon,134.299,49.71,0.0
4167,BEL,2005,nuclear,127.944,47.6,0.0
4168,BEL,2005,oil,389.986,4.97,0.0
4169,BEL,2005,other_renewable,4.969,1.59,0.0
4170,BEL,2005,renewables,6.356,2.11,0.0
4171,BEL,2005,solar,0.003,0.0,0.0
4172,BEL,2005,wind,0.61,0.23,0.0
4173,BEL,2006,biofuel,0.0,2.23,0.0
4174,BEL,2006,coal,59.077,6.85,0.0
4175,BEL,2006,fossil,0.0,33.73,0.0
4176,BEL,2006,fossil_fuel,621.709,0.0,0.0
4177,BEL,2006,gas,173.889,21.99,0.0
4178,BEL,2006,hydro,0.96,0.36,0.0
4179,BEL,2006,low_carbon,133.616,49.61,0.0
4180,BEL,2006,nuclear,124.719,46.65,0.0
4181,BEL,2006,oil,388.743,4.89,0.0
4182,BEL,2006,other_renewable,6.953,2.23,0.0
4183,BEL,2006,renewables,8.897,2.96,0.0
4184,BEL,2006,solar,0.005,0.0,0.0
4185,BEL,2006,wind,0.979,0.37,0.0
4186,BEL,2007,biofuel,0.0,2.6,0.0
4187,BEL,2007,coal,53.987,6.47,0.0
4188,BEL,2007,fossil,0.0,35.09,0.0
4189,BEL,2007,fossil_fuel,621.806,0.0,0.0
4190,BEL,2007,gas,175.19,24.66,0.0
4191,BEL,2007,hydro,1.035,0.39,0.0
4192,BEL,2007,low_carbon,138.745,51.72,0.0
4193,BEL,2007,nuclear,128.263,48.23,0.0
4194,BEL,2007,oil,392.629,3.96,0.0
4195,BEL,2007,other_renewable,8.125,2.6,0.0
4196,BEL,2007,renewables,10.481,3.49,0.0
4197,BEL,2007,solar,0.016,0.01,0.0
4198,BEL,2007,wind,1.306,0.49,0.0
4199,BEL,2008,biofuel,0.0,3.33,0.0
4200,BEL,2008,coal,53.316,5.55,0.0
4201,BEL,2008,fossil,0.0,33.07,0.0
4202,BEL,2008,fossil_fuel,639.172,0.0,0.0
4203,BEL,2008,gas,174.014,24.11,0.0
4204,BEL,2008,hydro,1.082,0.41,0.0
4205,BEL,2008,low_carbon,133.509,49.99,0.0
4206,BEL,2008,nuclear,120.232,45.57,0.0
4207,BEL,2008,oil,411.841,3.41,0.0
4208,BEL,2008,other_renewable,10.403,3.33,0.0
4209,BEL,2008,renewables,13.276,4.42,0.0
4210,BEL,2008,solar,0.111,0.04,0.0
4211,BEL,2008,wind,1.681,0.64,0.0
4212,BEL,2009,biofuel,1.525,3.95,0.0
4213,BEL,2009,coal,34.345,5.18,0.0
4214,BEL,2009,fossil,0.0,37.1,0.0
4215,BEL,2009,fossil_fuel,571.008,0.0,0.0
4216,BEL,2009,gas,175.741,29.25,0.0
4217,BEL,2009,hydro,0.861,0.33,0.0
4218,BEL,2009,low_carbon,141.719,52.66,0.0
4219,BEL,2009,nuclear,123.942,47.22,0.0
4220,BEL,2009,oil,360.922,2.67,0.0
4221,BEL,2009,other_renewable,12.341,3.95,0.0
4222,BEL,2009,renewables,17.777,5.44,0.0
4223,BEL,2009,solar,0.436,0.17,0.0
4224,BEL,2009,wind,2.614,0.99,0.0
4225,BEL,2010,biofuel,4.137,4.38,0.0
4226,BEL,2010,coal,43.6,4.2,0.0
4227,BEL,2010,fossil,0.0,38.53,0.0
4228,BEL,2010,fossil_fuel,612.624,0.0,0.0
4229,BEL,2010,gas,194.04,30.84,0.0
4230,BEL,2010,hydro,0.812,0.31,0.0
4231,BEL,2010,low_carbon,148.647,54.5,0.0
4232,BEL,2010,nuclear,124.854,47.94,0.0
4233,BEL,2010,oil,374.983,3.49,0.0
4234,BEL,2010,other_renewable,13.958,4.38,0.0
4235,BEL,2010,renewables,23.793,6.56,0.0
4236,BEL,2010,solar,1.521,0.58,0.0
4237,BEL,2010,wind,3.365,1.29,0.0
4238,BEL,2011,biofuel,4.091,4.63,0.0
4239,BEL,2011,coal,41.049,3.48,0.0
4240,BEL,2011,fossil,0.0,32.69,0.0
4241,BEL,2011,fossil_fuel,556.806,0.0,0.0
4242,BEL,2011,gas,165.24,25.44,0.0
4243,BEL,2011,hydro,0.508,0.2,0.0
4244,BEL,2011,low_carbon,153.241,56.58,0.0
4245,BEL,2011,nuclear,124.959,48.23,0.0
4246,BEL,2011,oil,350.517,3.77,0.0
4247,BEL,2011,other_renewable,14.554,4.63,0.0
4248,BEL,2011,renewables,28.283,8.35,0.0
4249,BEL,2011,solar,3.141,1.21,0.0
4250,BEL,2011,wind,5.99,2.31,0.0
4251,BEL,2012,biofuel,4.041,5.24,0.0
4252,BEL,2012,coal,38.663,3.39,0.0
4253,BEL,2012,fossil,0.0,30.71,0.0
4254,BEL,2012,fossil_fuel,543.644,0.0,0.0
4255,BEL,2012,gas,167.4,23.57,0.0
4256,BEL,2012,hydro,0.92,0.36,0.0
4257,BEL,2012,low_carbon,137.906,50.8,0.0
4258,BEL,2012,nuclear,103.853,40.29,0.0
4259,BEL,2012,oil,337.581,3.75,0.0
4260,BEL,2012,other_renewable,16.429,5.24,0.0
4261,BEL,2012,renewables,34.053,10.51,0.0
4262,BEL,2012,solar,5.551,2.15,0.0
4263,BEL,2012,wind,7.112,2.76,0.0
4264,BEL,2013,biofuel,3.998,5.03,0.0
4265,BEL,2013,coal,40.908,3.01,0.0
4266,BEL,2013,fossil,0.0,27.59,0.0
4267,BEL,2013,fossil_fuel,552.079,0.0,0.0
4268,BEL,2013,gas,165.33,20.8,0.0
4269,BEL,2013,hydro,0.972,0.38,0.0
4270,BEL,2013,low_carbon,145.916,54.36,0.0
4271,BEL,2013,nuclear,109.064,42.64,0.0
4272,BEL,2013,oil,345.841,3.78,0.0
4273,BEL,2013,other_renewable,15.757,5.03,0.0
4274,BEL,2013,renewables,36.852,11.72,0.0
4275,BEL,2013,solar,6.752,2.64,0.0
4276,BEL,2013,wind,9.373,3.67,0.0
4277,BEL,2014,biofuel,4.801,4.41,0.0
4278,BEL,2014,coal,39.673,2.09,0.0
4279,BEL,2014,fossil,0.0,25.29,0.0
4280,BEL,2014,fossil_fuel,523.214,0.0,0.0
4281,BEL,2014,gas,144.63,19.34,0.0
4282,BEL,2014,hydro,0.744,0.29,0.0
4283,BEL,2014,low_carbon,124.2,45.91,0.0
4284,BEL,2014,nuclear,85.758,33.7,0.0
4285,BEL,2014,oil,338.911,3.86,0.0
4286,BEL,2014,other_renewable,13.808,4.41,0.0
4287,BEL,2014,renewables,38.442,12.21,0.0
4288,BEL,2014,solar,7.345,2.89,0.0
4289,BEL,2014,wind,11.744,4.62,0.0
4290,BEL,2015,biofuel,3.0,5.49,0.0
4291,BEL,2015,coal,38.741,2.07,0.0
4292,BEL,2015,fossil,0.0,27.89,0.0
4293,BEL,2015,fossil_fuel,545.301,0.0,0.0
4294,BEL,2015,gas,158.499,22.02,0.0
4295,BEL,2015,hydro,0.806,0.32,0.0
4296,BEL,2015,low_carbon,108.941,40.54,0.0
4297,BEL,2015,nuclear,66.084,26.1,0.0
4298,BEL,2015,oil,348.062,3.8,0.0
4299,BEL,2015,other_renewable,17.202,5.49,0.0
4300,BEL,2015,renewables,42.857,14.44,0.0
4301,BEL,2015,solar,7.738,3.06,0.0
4302,BEL,2015,wind,14.111,5.57,0.0
4303,BEL,2016,biofuel,5.053,5.36,0.0
4304,BEL,2016,coal,36.819,0.39,0.0
4305,BEL,2016,fossil,0.0,26.54,0.0
4306,BEL,2016,fossil_fuel,551.702,0.0,0.0
4307,BEL,2016,gas,161.892,22.07,0.0
4308,BEL,2016,hydro,0.93,0.37,0.0
4309,BEL,2016,low_carbon,153.534,57.77,0.0
4310,BEL,2016,nuclear,109.354,43.52,0.0
4311,BEL,2016,oil,352.991,4.08,0.0
4312,BEL,2016,other_renewable,16.802,5.36,0.0
4313,BEL,2016,renewables,44.179,14.25,0.0
4314,BEL,2016,solar,7.777,3.1,0.0
4315,BEL,2016,wind,13.617,5.42,0.0
4316,BEL,2017,biofuel,5.454,5.7,0.0
4317,BEL,2017,coal,36.07,0.0,0.0
4318,BEL,2017,fossil,0.0,27.31,0.0
4319,BEL,2017,fossil_fuel,557.659,0.0,0.0
4320,BEL,2017,gas,164.115,23.02,0.0
4321,BEL,2017,hydro,0.675,0.27,0.0
4322,BEL,2017,low_carbon,154.101,58.03,0.0
