,iso_code,year,population,gdp,electricity_demand,electricity_generation,net_elec_imports,primary_energy_consumption,greenhouse_gas_emissions
4574,THA,2014,70216362.0,971562808709.0,183.95,173.76,10.19,1357.17,104.65
4575,THA,2015,70540787.0,1002011619070.0,189.98,177.83,12.15,1377.446,106.35
4576,THA,2016,70859835.0,1036430730493.0,198.21,179.82,18.39,1405.572,107.25
4577,THA,2017,71160183.0,1079732734924.0,200.05,176.73,23.32,1432.683,103.25
4578,THA,2018,71376081.0,1125329902301.0,203.34,177.76,25.58,1478.376,101.09
4579,THA,2019,71522264.0,1149130685920.0,209.17,186.51,22.66,1479.745,105.02
4580,THA,2020,71641484.0,1078332670656.0,203.41,176.48,26.93,1379.634,100.84
4581,THA,2021,71727338.0,1095187026392.0,207.75,176.36,31.39,1386.818,99.98
4582,THA,2022,71735321.0,1124143758569.0,213.78,180.37,33.41,1387.88,101.21
4583,THA,2023,71702436.0,,224.04,190.49,33.55,1388.184,104.74
4584,THA,2024,71668010.0,,236.63,199.55,37.08,1420.819,110.65
4679,TUR,2001,66245125.0,732284634333.0,126.39,122.24,4.15,784.469,73.99
4680,TUR,2002,67048792.0,796073298321.0,131.61,128.46,3.15,859.186,68.91
4681,TUR,2003,67831735.0,848549642280.0,140.11,139.54,0.57,909.418,73.23
4682,TUR,2004,68592621.0,931152861082.0,149.07,149.75,-0.68,973.841,74.01
4683,TUR,2005,69329557.0,1017383777200.0,160.47,161.63,-1.16,996.115,87.86
4684,TUR,2006,70045351.0,1096826103018.0,174.59,176.25,-1.66,1105.051,94.73
4685,TUR,2007,70750593.0,1158406990670.0,189.96,191.52,-1.56,1173.72,110.66
4686,TUR,2008,71562343.0,1179868355277.0,198.04,198.37,-0.33,1176.681,117.74
4687,TUR,2009,72464846.0,1122756788420.0,194.08,194.81,-0.73,1192.739,112.41
4688,TUR,2010,73346766.0,1240496805446.0,210.41,211.18,-0.77,1253.167,110.88
4689,TUR,2011,74215203.0,1364782716000.0,230.3,229.39,0.91,1337.026,124.1
4690,TUR,2012,75197196.0,1430132002360.0,242.36,239.49,2.87,1421.041,126.4
4691,TUR,2013,76403032.0,1551491738617.0,246.35,240.15,6.2,1412.188,122.47
4692,TUR,2014,78036154.0,1628131977724.0,257.21,251.95,5.26,1454.355,142.92
4693,TUR,2015,80014222.0,1727192876718.0,265.71,261.77,3.94,1589.021,132.1
4694,TUR,2016,81652087.0,1784590365590.0,279.28,274.4,4.88,1669.239,143.45
4695,TUR,2017,83083667.0,1918472081554.0,296.71,297.29,-0.58,1787.342,158.84
4696,TUR,2018,84415966.0,1975637604336.0,299.52,300.15,-0.63,1787.873,162.64
4697,TUR,2019,85357670.0,1991116616493.0,299.6,300.18,-0.58,1849.129,146.62
4698,TUR,2020,86091691.0,2029749392174.0,301.41,302.0,-0.59,1821.829,145.7
4699,TUR,2021,86686254.0,2260196231771.0,326.03,327.88,-1.85,1950.923,164.14
4700,TUR,2022,87058469.0,2385996374127.0,323.29,320.56,2.73,1969.05,156.4
4701,TUR,2023,87270502.0,,323.81,319.79,4.02,1961.496,157.88
4702,TUR,2024,87473800.0,,341.86,341.22,0.64,2093.058,160.27
4844,GBR,2001,59288095.0,1939268312671.0,395.17,384.77,10.4,2691.806,203.54
4845,GBR,2002,59540764.0,1983994308619.0,395.65,387.24,8.41,2630.84,201.71
4846,GBR,2003,59820385.0,2050625402735.0,400.37,398.21,2.16,2668.734,213.75
4847,GBR,2004,60169964.0,2099526641365.0,401.41,393.92,7.49,2690.652,211.15
4848,GBR,2005,60596107.0,2161729510824.0,406.67,398.35,8.32,2712.682,213.22
4849,GBR,2006,61051093.0,2212618867772.0,404.79,397.27,7.52,2678.337,222.21
4850,GBR,2007,61535859.0,2267631534502.0,402.02,396.81,5.21,2604.192,220.65
4851,GBR,2008,62027303.0,2252034759561.0,399.98,388.96,11.02,2558.816,215.63
4852,GBR,2009,62506222.0,2151479208521.0,379.62,376.76,2.86,2422.812,190.13
4853,GBR,2010,63006482.0,2190919919855.0,384.72,382.06,2.66,2475.146,197.6
4854,GBR,2011,63509285.0,2223011392593.0,374.19,367.97,6.22,2332.188,183.85
4855,GBR,2012,63960488.0,2255210551431.0,375.73,363.87,11.86,2375.146,195.48
4856,GBR,2013,64389386.0,2296252599482.0,372.71,358.28,14.43,2388.473,181.62
4857,GBR,2014,64865914.0,2369725553442.0,358.6,338.08,20.52,2255.708,156.49
4858,GBR,2015,65382107.0,2426435869267.0,359.98,338.87,21.11,2279.467,134.8
4859,GBR,2016,65893359.0,2478973016876.0,356.93,339.18,17.75,2246.922,113.1
4860,GBR,2017,66354473.0,2539548543933.0,352.98,338.22,14.76,2251.043,102.21
4861,GBR,2018,66752473.0,2582848171416.0,352.83,333.72,19.11,2246.424,95.31
4862,GBR,2019,67110958.0,2624285076706.0,348.28,327.11,21.17,2192.985,87.77
4863,GBR,2020,67351860.0,2334804059780.0,333.15,314.9,18.25,1982.843,77.68
4864,GBR,2021,67668788.0,2512190098029.0,333.92,309.18,24.74,1990.967,83.09
4865,GBR,2022,68179315.0,2615230634906.0,317.99,322.29,-4.3,2009.944,80.82
4866,GBR,2023,68682965.0,,309.22,285.92,23.3,1929.626,65.26
4867,GBR,2024,69138185.0,,314.52,281.33,33.19,1936.96,59.33
4868,USA,2001,284279634.0,13073810008320.0,3749.6,3727.57,22.03,25918.357,2273.43
4869,USA,2002,287084335.0,13307343638671.0,3865.21,3844.23,20.98,26297.27,2309.08
4870,USA,2003,289908091.0,13680911930765.0,3875.36,3868.94,6.42,26383.084,2345.91
4871,USA,2004,292786248.0,14198910513593.0,3963.26,3951.95,11.31,26899.117,2380.84
4872,USA,2005,295716666.0,14673826218839.0,4059.77,4034.99,24.78,26912.564,2438.72
4873,USA,2006,298730208.0,15065164240312.0,4065.36,4046.94,18.42,26699.963,2409.79
4874,USA,2007,301844223.0,15333183877566.0,4173.82,4142.57,31.25,27066.711,2479.23
4875,USA,2008,304970325.0,15288552732632.0,4140.35,4107.53,32.82,26407.25,2428.93
4876,USA,2009,308023452.0,14864003344421.0,3973.87,3939.82,34.05,25110.527,2226.08
4877,USA,2010,311062785.0,15239586726210.0,4139.92,4113.94,25.98,25953.547,2348.29
4878,USA,2011,314105075.0,15477885525000.0,4126.12,4088.87,37.25,25729.088,2250.84
4879,USA,2012,317115349.0,15830886903539.0,4087.93,4040.67,47.26,25047.367,2152.75
4880,USA,2013,320110752.0,16122472460312.0,4113.49,4055.61,57.88,25728.629,2163.41
4881,USA,2014,323115377.0,16491319003554.0,4149.22,4096.01,53.21,25995.914,2168.46
4882,USA,2015,326126496.0,16937633974582.0,4150.66,4083.99,66.67,25747.426,2062.03
4883,USA,2016,329179423.0,17220065720000.0,4154.06,4087.56,66.5,25727.051,1975.74
4884,USA,2017,332204657.0,17606124654726.0,4108.62,4052.31,56.31,25822.156,1900.61
4885,USA,2018,335056492.0,18124692769570.0,4246.01,4201.55,44.46,26768.988,1943.59
4886,USA,2019,337790069.0,18540552700117.0,4197.42,4158.38,39.04,26578.494,1827.23
4887,USA,2020,339436156.0,18027359681343.0,4090.49,4043.18,47.31,24630.395,1664.57
4888,USA,2021,340161438.0,19099378164000.0,4192.93,4153.62,39.31,25956.828,1760.06
4889,USA,2022,341534041.0,19493170182843.0,4328.1,4286.89,41.21,26512.51,1759.2
4890,USA,2023,343477330.0,,4272.81,4253.91,18.9,26216.545,1671.14
4891,USA,2024,345426566.0,,4401.07,4387.26,13.81,26528.611,1682.73
